,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
971,5,True,"09 20, 2017",AGT48Z76ZQSQU,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black'}",Amazon Customer,"Obsessed with these shoes! I was looking for good all around sneakers (running, walking, tennis, etc.) and these more than fit the bill. I was looking specifically for black nikes (I love the fit) with white soles (good for court sports); I was a little reluctant to purchase because I wasn't sure whether the black on the soles would contact the ground, but it doesn't!",Very Happy Customer,1505865600,,
972,5,True,"09 18, 2017",A2W3B4YHP3HZ9R,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",judy laurel,"Cute shoe, fit as expected, and very comfortable.",and very comfortable.,1505692800,,
973,5,True,"09 16, 2017",AGVYFU0PR5IWV,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Amazon Customer,"On time, nice sneakers. Fit as expected.",nice sneakers. Fit as expected,1505520000,,
974,5,True,"09 14, 2017",A2SU06VTWMFP7C,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",ange edmounds harrison,"Perfect fit, as always.",5 stars,1505347200,,
975,5,True,"09 13, 2017",AVZB7UFLT6VD,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Plure Platinum/Blue Glow/Wolf Grey'}",Robbin,"Great shoe, very comfortable",Five Stars,1505260800,,
976,5,True,"09 10, 2017",ANPPQ1G3RP88H,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Amazon Customer,Love these sneakers! Perfect fit and super light,Five Stars,1505001600,,
977,5,True,"09 7, 2017",ABONZZSS8YG3K,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Delores Williams,These shoes fit like a glove! Light but very supportive! I have worn them several times and feel very light on my feet.,These shoes fit like a glove,1504742400,,
978,5,True,"09 5, 2017",A2T8BWOO7BFBWY,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",vera alster,Fit true to size,Five Stars,1504569600,,
979,5,True,"09 4, 2017",A1NTI9B7VY30JM,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",lezanaz,Love the fit,Five Stars,1504483200,,
980,4,True,"08 29, 2017",AM9TTLTT6DR1W,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Karen VanFossen,Nike always makes a good shoe ..abit rough breaking them in but after 9 hours on my feet anyone's feet would hurt abit,Nike always makes a good shoe.,1503964800,,
981,1,True,"08 29, 2017",AP8CWOZ30P4GH,B0014F7B98,"{'Size:': ' 10.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Marie,Oops! I returned these because I ordered wrong size!,One Star,1503964800,,
982,5,True,"08 29, 2017",A2ORP5RT8NQ0Q7,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Jackie Carola,Extremely comfortable sneaker!,Five Stars,1503964800,,
983,5,True,"08 27, 2017",A5Z3UGOPDBJPW,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black'}",Carol,Good looking shoe, Shoes,1503792000,,
984,4,True,"08 24, 2017",A2GWLCDWM7V59I,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Carol G,I have had this style before in a different color and have received many compliments on the shoes.  They are great walking shoes!  I wear orthotics and these shoes are one of the best I have found to accommodate them for fit.,Love these shoes,1503532800,,
985,1,True,"08 24, 2017",A2XUQXG9J9SRTG,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",JMH515,"I loved these shoes...that is until after about an hour of wear, the green inserts on the sole of the right show began falling off. The wear was in my home, on smooth floors. I can only assume they were defective.",I loved these shoes,1503532800,,
986,5,True,"08 21, 2017",A2R0RL0TF6E9VC,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",SadDad,Great! Super comfy and cute! No issues and fit perfect!,perfect,1503273600,,
987,5,True,"08 20, 2017",AB29N6EMOFEVW,B0014F7B98,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",dan h.,Good shoes,Five Stars,1503187200,,
988,3,True,"08 17, 2017",A2Y2IKO63FNHQE,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",Sandie,I returned them...found a Ryka pair I liked better,found a Ryka pair I liked,1502928000,,
989,5,True,"08 17, 2017",A1OK7HI3YI9682,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Mel B,BEST sneakers I've ever purchased!!!!,Five Stars,1502928000,,
990,5,True,"08 15, 2017",A39U1R8S96YIR4,B0014F7B98,"{'Size:': ' X-Large', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Amazon Customer,Excellent ...!!!,Five Stars,1502755200,,
991,5,True,"08 14, 2017",A1Z37N7XE7FRD2,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",gi,"the best sneakers by far! I had never owned a pair of Nike sneakers, and I went solely on the reviews by others...
And I absolutely loved them!!",the best sneakers by far,1502668800,,
992,5,True,"08 12, 2017",A3LGYYLGO2KJOE,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Bree,"Love these shoes. I've been buying Nikes for years now. I bought this pair for work and everyday wear and another pair for working out and active wear. They also last a long time in my opinion, especially if you take care of them.",Classically comfortable and durable,1502496000,,
993,4,True,"08 11, 2017",A1J3XYI0M1D0LW,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",ellen,Right one is slightly tight.. hope it will stretch out.. !!,Four Stars,1502409600,,
994,3,True,"08 8, 2017",A9KR8PT0Z47CL,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Chandler F,They're ugly: the toe is rounded and the material is weird. the Nike Womens Flex Trainer 6 is way better looking and costs about the same.,the Nike Womens Flex Trainer 6 is way better looking and costs about the same,1502150400,,
995,5,True,"08 8, 2017",A1AUEUD7NP1LUC,B0014F7B98,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Flip Flop Life,So lightweight and awesome!,Five Stars,1502150400,,
996,5,True,"08 7, 2017",A177WB7O660HS8,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}",shannon Donaldson,Luv them!!,Five Stars,1502064000,,
997,5,True,"08 4, 2017",A38BS1VCQ4XSGV,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",ptovar,Love the color and fit. I use them to work on at the gym on the treadmill and they are very light and comfortable.,Love the color and fit,1501804800,,
998,3,True,"08 2, 2017",A38X15IJFAPHZP,B0014F7B98,"{'Size:': ' 5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Anonymous,"Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.",OK,1501632000,,
999,5,True,"07 20, 2017",A1OFFB5DLIHH41,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,My daughter loves them. Great fit!,Great fit!,1500508800,,
1000,5,True,"07 18, 2017",A1PFKS00R93MRZ,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",Rakesh Duneja,This is a very attractive shoe. It is true to size and fits as expected. Very satisfied with the seller - delivered on time.,Very satisfied with the seller - delivered on time,1500336000,,
1001,4,True,"07 18, 2017",A23H50RT6SLXY9,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Edle Liljeblad,"Fits good, very lightweight.",Four Stars,1500336000,,
1002,5,True,"07 18, 2017",APWLFTPOXQCCG,B0014F7B98,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Andrea T.,"Comfortable shoe for both workout sessions and walking.  Neither too bulky nor too light.  This is my second pair because they fit and have no neon or pink colors, just nice basic B&W.",Comfortable shoe for both workout sessions and walking,1500336000,,
1003,5,True,"07 18, 2017",AN5PL4KUZS35E,B0014F7B98,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dilly Anderson,,Five Stars,1500336000,,
1004,5,True,"07 18, 2017",A37EEIAK5YJGTS,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black'}",myrtlyn Allen Skeeling,Nice,Five Stars,1500336000,,
1005,5,True,"07 18, 2017",A87LWEOT3ZJU7,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",Amazon Customer,These are the best shoes I have ever use for my workouts!!! I love them and buy them in bulk!!! LOL,These are the best shoes I have ever use for my workouts,1500336000,,
1006,5,True,"07 18, 2017",A1LCV2UNXGHB0W,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",luvtoshop,I love these shoes.  They fit as expected and they look really nice on.  These shoes have a narrow base which I really like.  I don't like the ones that make your foot look wide.,I love these shoes,1500336000,,
1007,5,True,"07 15, 2017",A3O0UBMD8CSF1V,B0014F7B98,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Jennifer S. Flack,Love this product.  Great fit.,Five Stars,1500076800,,
1008,3,True,"07 15, 2017",A184AKBVD3WI86,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Elke,Very low cut heel so if you training and pushing sleds - I ran right out of shoes! Although the traction on toe and heel are great,Low cut heels,1500076800,,
1009,5,True,"07 9, 2017",A3I0ZDRING4F8W,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",S,Just what I needed for Group Fight class. Quick movements and footwork are so easy in these sneakers. Love them.,Perfect,1499558400,,
1010,5,True,"07 8, 2017",AXZ02W7FMBC35,B0014F7B98,"{'Size:': ' 9.5 D Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Bill Ellenwood II,Love! Great price too.,Exactly what I wanted,1499472000,,
1011,4,True,"07 7, 2017",A29K85C92Z8HGR,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",MET,"It's been a long time since I've worked a cross training shoe. This shoe is very light and minimally passed compared to running shoes. That's not meant to be a knock, just a fact.

I ordered the shoes half a size up because as a former runner, I'm used to my feet needing room to spread and swell. I wish I hadn't because they feel a little roomy. I have orthotics, so I think I can remedy the issue once I swap those in.

Otherwise, very good shoes",Light shoes,1499385600,,
1012,3,False,"07 1, 2017",AE6W48FPMKO4L,B0014F7B98,"{'Size:': ' 6 B(M) US', 'Color:': ' Black'}",PineTree,"Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!",Good indoor training shoes,1498867200,,
1013,5,True,"06 30, 2017",AKY3EYDEZVW6C,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",AmazonAbuser,Perf.,So Perf.,1498780800,,
1014,5,True,"06 28, 2017",A1GQ2TRY8J631M,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",K,Best shoes ever!!!,Five Stars,1498608000,,
1015,5,True,"06 26, 2017",A21M1G84SE8SOO,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Pat Chavez,Fit good,Five Stars,1498435200,,
1016,5,True,"06 21, 2017",AU2OMN6TEN4GA,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Amazon Customer,I use these for my Cardio Dance class and they are perfect and very cute. I would definitely recommend. They also cam earlier than expected!!,Great work out shoe,1498003200,,
1017,5,True,"06 20, 2017",A2PJ5F6BY1TZNK,B0014F7B98,"{'Size:': ' 9 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Jennifer,"I love these shoes so much that  I reordered another pair online. It's hard to find shoes that fit my really wide feet! The heel back is my favorite part on them, they're thin and feel like another layer of skin, not bulky or tight at all.  I walked all over Europe in these!",I love these shoes so much that I reordered another pair ...,1497916800,,
1018,5,True,"06 20, 2017",A3B23RZXRXYT9Q,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Babsly ,Love these sneakers. Light weight and comfortable even without socks.,"Comfortable, light weight, nice.",1497916800,,
1019,4,True,"06 19, 2017",A3JTZ664IGZIOK,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Aprildiver,Nice product,Four Stars,1497830400,,
1020,5,True,"06 19, 2017",A2JOUOASELY1XR,B0014F7B98,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",R. Petersen,I feel like this pair of shoes was made for my feet. Great fit and comfort! Very pleased with this purchase.,I feel like this pair of shoes was made for my feet,1497830400,,
1021,5,True,"06 19, 2017",ADTQ22MUSQFIR,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Quick tranasaction!!!  Loved the shoes!!!  Would purchase from them again!!!,Awesome shoes!!!,1497830400,,
1022,3,True,"06 16, 2017",A1OM5S4Z9J2JQQ,B0014F7B98,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hassnaa,"I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.
So i had to return it, but i would assume it would work fine for training.

It looks decent and clean. and seems sturdy.  just not the right thing for me.
I was refunded instantly upon returning so.. credit for that.",Just wasn't what i was looking for,1497571200,,
1023,5,True,"06 15, 2017",AXJZFD1IUBAE7,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Joanna Lyn,"So comfortable, I don't even feel like I have a sneaker on. Based on the other reviews I got a half a size up and glad I did.","So comfortable, I don't even feel like I have a ...",1497484800,,
1024,5,True,"06 15, 2017",A3UO0DDWXIJ8DW,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Dawn Houston,they are very comfortable feel like you have nothing on.,Five Stars,1497484800,,
1025,5,True,"06 14, 2017",A4GR8SDFRBSDV,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Amazon Customer,My favorite nike shoe,Five Stars,1497398400,,
1026,5,True,"06 13, 2017",A29ACU3O9IMICZ,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",SWS,Super comfortable and extremely lightweight. Great for crossfit!,Five Stars,1497312000,,
1027,5,True,"06 8, 2017",A9C9408H23DRM,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Nena,Beautiful I love them comfy,Five Stars,1496880000,,
1028,1,True,"06 5, 2017",A3T9CL6JYWAP40,B0014F7B98,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Stacie,I've not even had them a month and the bottom is coming off. I'm not happy!,Falling apart already!!,1496620800,,
1029,5,True,"06 2, 2017",A3W0GO31B8Y2KE,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Kristin Swearengen,Love them! Fit exactly as expected in length and width! I would definitely buy these again.,Five Stars,1496361600,,
1030,5,True,"05 30, 2017",A3GQXGVAIH5EU4,B0014F7B98,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Hailey Lapp,Great shoes,Five Stars,1496102400,,
1031,5,True,"05 30, 2017",A14LVJDMDABMML,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Chris,"My second pair, love the fit, light weight and great support.",love the fit,1496102400,,
1032,4,True,"05 29, 2017",AJWKZNI5VHW86,B0014F7B98,"{'Size:': ' 9 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Carol-Anne Quinn,I have wide feet and these were too narrow but very nice looking.,Nike,1496016000,,
1033,3,True,"05 25, 2017",A3J4XAGMLTHFHZ,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Susan,Ugh... way to large - is this for a man?,Nope,1495670400,,
1034,5,True,"05 22, 2017",A12FBA7DCFE5W7,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Julia,The shoe fit has expected. It is comfortable.,It is comfortable.,1495411200,,
1035,5,True,"05 22, 2017",A2ZE58RF22658T,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Dcf42,"They fit great, look great, are quite comfortable and are just what I was looking for!",Perfect cross trainers,1495411200,,
1036,5,False,"05 19, 2017",AT7UEQ7UJB0RU,B0014F7B98,"{'Size:': ' 7.5 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",J.T.,"Super comfy, true Size , I use them for boot Camp,  cross fit and they are great , absolutely recommended it.",Great training shoes,1495152000,2.0,"['https://images-na.ssl-images-amazon.com/images/I/714tarywrwL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/718Y-qb+NUL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81mJY5XtKRL._SY88.jpg']"
1037,5,False,"05 19, 2017",AT7UEQ7UJB0RU,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",J.T.,"Love them absolutely comfortable. I'm very picky with sneakers and this ones for the price are great I use them for cross fit , boot camp & they work great . The sole is very flexible , true size . I have a wide feet and they fit perfectly. Very nice looking Great sneakers.",Amazing training Sneakers.,1495152000,4.0,"['https://images-na.ssl-images-amazon.com/images/I/71v+pR+F9YL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71wI75LkECL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71dpEwMzFpL._SY88.jpg']"
1038,4,True,"05 18, 2017",A10WPKF2VH1JWY,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",J. Mitchell,Wife happy with fit.,HIIT shoes,1495065600,,
1039,4,True,"05 15, 2017",A2ABEGA0S52R5E,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Katie Yockey,They run big. Order a full size smaller.,Four Stars,1494806400,,
1040,3,True,"05 10, 2017",ADD8OMIBXZ89G,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Gwen F.,"Super light and very comfortable. I'm a runner and they lack a bit in arch support, so the soles of my feet are a sore. I'm going to add an insert to try fix the problem.",Lack support but overall good shoe,1494374400,,
1041,5,True,"05 7, 2017",A1P2JWDZ4SFW78,B0014F7B98,"{'Size:': ' 6.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",ND,"Just because they are white, they do need a washing regularly but I have received many compliments on how pretty these white and pink shoes are. Extremely good Nike quality. Highly recommended.",Adorable shoes,1494115200,,
1042,5,True,"05 6, 2017",AI4KO5XDRKDFR,B0014F7B98,"{'Size:': ' 9.5 D Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Ms. Trainer,Arrived in time. Fit as exoected. They take some breaking in but I wore them 2 days in a row for more than five hours per day.,Wide sneaker for wide feet,1494028800,,
1043,5,True,"05 5, 2017",A24DSR6Y3A08QM,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}",Luiza A.,I've been using these to exercise and they are nice a roomy and allow my feet to breath. Also love the colors.,I've been using these to exercise and they are nice a roomy and allow my feet to breath,1493942400,,
1044,5,True,"05 3, 2017",A1E4Y7BABMEA03,B0014F7B98,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",KV,Comfortable from the start and very light.,Five Stars,1493769600,,
1045,5,True,"05 3, 2017",AJDX5KE665V0K,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Msmatt,As expected.,Five Stars,1493769600,,
1046,4,True,"05 2, 2017",A1SR58S4CXKU5G,B0014F7B98,"{'Size:': ' 6.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Leslie Marks,"Lightweight, comfortable, supportive. Very happy I bought these shoes for working out.",Great training shoes,1493683200,,
1047,5,True,"05 1, 2017",A3D71DQPAAI6O4,B0014F7B98,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Pink Blast/Stealth/Hyper Pink/White'}",Deanna S. Beres,"I love these and have them in a light blue too. Very light weight, airy, and comfortable.",Five Stars,1493596800,,
1048,5,True,"04 28, 2017",AASAT3YLO3WTB,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}",Rerch,good quality,Five Stars,1493337600,,
1049,4,True,"04 27, 2017",A1RNS06YMZXM0K,B0014F7B98,"{'Size:': ' 7.5 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Amazon Customer,Very comfortable sneakers and I also like the way it fits.,Four Stars,1493251200,,
1050,4,True,"04 27, 2017",A21SV1XYXF2GK,B0014F7B98,"{'Size:': ' 7 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Morgan Slimskey,"Purchased to wear for weightlifting and Zumba. Zumba trial was last night, and they were great! Super comfortable, good ventilation! Not too much padding, very minimalist, which is just what I wanted",and they were great! Super comfortable,1493251200,,
1051,5,True,"04 26, 2017",A17DW041T4X7TJ,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Anne M. Guss,Comfortable and lightweight.,Five Stars,1493164800,,
1052,5,True,"04 25, 2017",A14TS9PCRLLWEG,B0014F7B98,"{'Size:': ' 9 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Lynda J. Ottey,"I love these shoes my second pair of 40 plus $ shoes and they both have certainly out done the $100 K-swiss that I'm looking to return . The shoes are extremely comfortable, all my clients love them, just wish they came in more colors.",I love these shoes my second pair of 40 plus $ ...,1493078400,,
1053,4,True,"04 24, 2017",A2ZMHBMNYFXOX7,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Juliana,"They fit as expected and perfect for training, the shoelaces are a little bit too long. Other than that these shoes are as I expected them !",They fit as expected and perfect for training,1492992000,,
1054,5,True,"04 24, 2017",A1K0VEMIB5QF7I,B0014F7B98,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}",Amazon Customer,Extremely well fitting and light weight,Five Stars,1492992000,,
1055,5,True,"04 20, 2017",A135KOM855ZA5,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Perfect,Five Stars,1492646400,,
1056,5,True,"04 19, 2017",A2IAB9QOQH3IA6,B0014F7B98,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love them,Five Stars,1492560000,,
1057,5,False,"04 18, 2017",A3S1CGGMXE41RR,B0014F7B98,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",AA - Amazon Addicted!!,"I love these shoes and have worn them for a long time. That are comfy, thinner on the top & sole and are very cute!",Very Good For Everyday,1492473600,,
1058,5,True,"04 17, 2017",A3B4FM5VE99X4P,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Candace,Fast shipping and turned out as expected. Couldn't be happier.,Great shoes,1492387200,,
1059,5,True,"04 15, 2017",AKJVCU7H1KDWI,B0014F7B98,"{'Size:': ' 6 B(M) US', 'Color:': ' black'}",madison,I have been wearing for a solid week during my work outs & they are great for comfort and they are light weight.,Love these shoes,1492214400,,
1060,5,True,"04 14, 2017",AFD4WKNPLPS3I,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love these shoes for circuit training.,Five Stars,1492128000,,
1061,4,True,"04 11, 2017",A36GUL3Z65YSIP,B0014F7B98,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",J. washington,Super comfortable. I joined Cross Fit and this is the perfect shoe.,Super comfortable. I joined Cross Fit and this is ...,1491868800,,
1062,5,True,"04 11, 2017",AT72GRKOXVE25,B0014F7B98,"{'Size:': ' 10 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Cristian Sosa,just do it :),Five Stars,1491868800,,
1063,5,True,"04 10, 2017",A2AEJ9NTLWD61V,B0014F7B98,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Karen Mary Rowe,"Love these, comfortable, light weight, great fit.",Sooo comfortable,1491782400,,
1064,5,True,"04 10, 2017",AWEIW3G1E0MKO,B0014F7B98,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Janie M,I love this show.,So happy.,1491782400,,
1065,4,True,"04 10, 2017",A2IFCGU2IQ6KAV,B0014F7B98,"{'Size:': ' 11 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",JCSurf,"The shoes are true to size. I am used to wearing running shoes so these have been an adjustment. Overall, the shoe is nice and provides well for my HIIT and Grit classes I take.",the shoe is nice and provides well for my HIIT and Grit classes ...,1491782400,,
1066,5,True,"04 8, 2017",A2AGT9INDKDK6B,B0014F7B98,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Love them!  I ordered an 8.5 because I usually wear that size but these are a bit big. I wish I ordered an 8. They are really comfortable and I enjoy wearing them.,"Look amazing, runs slightly big.",1491609600,,
1067,4,True,"04 5, 2017",A2Q6OH5LUQXPFV,B0014F7B98,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Amazon Customer,Very comfortable.,Four Stars,1491350400,,
